"","article_id","Year","Issue","Title","Author","Gender"
"753",753,"1982","45","Структура вотчин Гластонберийского монастыря 10861189 гг","Шишлонова","ж"
"754",754,"1982","45","Идентификация и чувство  мы у франкских и немецких хронистов до периода бор","Эггерт","м"
"755",755,"1983","46","Симпозиум историков Ленинградского и Гамбургского университетов по теме Сре","А.Н.","—"
"756",756,"1983","46","Киселёва Малинин Сомов Александра Дмитриевна Люблинская 19021980","Бернадская","ж"
"757",757,"1983","46","Чтения памяти академика Е А Косминского","Буданова","ж"
"758",758,"1983","46","Мильская А Р Корсунский как историк-медиевист","Варьяш","ж"
"759",759,"1983","46","К спорам о Возрождении","Горфункель","м"
"760",760,"1983","46","Представления Эразма о человеке по трактату Enchiridion militis christiani","Григорьева","ж"
"761",761,"1983","46","Влияние экономической эволюции на изменения в социальной иерархии в Англии ","Гутнова","ж"
"762",762,"1983","46","Мильская Могильницкий Смоленский Творческий путь академика АПН А И Данилова 19161980","Гутнова","ж"
"763",763,"1983","46","К вопросу о понятии военная демократия","Ковалевский","м"
"764",764,"1983","46","Аренда на землях церкви в Тоскане в конце XIV  начало XV в По материалам Го","Котельникова","ж"
"765",765,"1983","46","Всесоюзная научная конференция Античное наследие в культуре Возрождения","Кудрявцев","м"
"766",766,"1983","46","Изучение итальянского реформационного движения в зарубежной историографии X","Кудрявцев","м"
"767",767,"1983","46","Москаленко Научные труды А И Данилова","Могильницкий","м"
"768",768,"1983","46","Научные труды Н Ф Колесницкого","Москаленко","м"
"769",769,"1983","46","Научные труды Я Д Серовайского","Москаленко","м"
"770",770,"1983","46","Памяти Н.В. Савиной","Редколлегия","—"
"771",771,"1983","46","Продовольственная политика Тосканского великого герцогства вторая половина ","Ролова","ж"
"772",772,"1983","46","Светские биографии в каролингское время Астроном как историк и писатель","Ронин","м"
"773",773,"1983","46","Второй двусторонний коллоквиум историков-медиевистов СССР и ГДР","Савина","ж"
"774",774,"1983","46","Культура Остготской Италии","Уколова","ж"
"775",775,"1983","46","Литература по истории средних веков вышедшая в СССР в 1980 г","Фролова","ж"
"776",776,"1983","46","Две неизвестные редакции кастильско-генуэзского договора 1146 г из ленингра","Червонов","м"
"777",777,"1983","46","Лютеранство в Нидерландах 15171533","Чистозвонов","м"
"778",778,"1983","46","Научные труды А Д Люблинской","Шаркова","ж"
"779",779,"1983","46","Этическая концепция Макиавелли","Юсим","м"
"780",780,"1984","47","Итальянские гуманистические рукописи в собрании Государственной публичной б","Бернадская","ж"
"781",781,"1984","47","Некоторые дискуссионные вопросы генезиса феодализма на территории Франции","Бессмертный","м"
"782",782,"1984","47","К изучению динамики численности населения на территории Франции IX в","Блонин","м"
"783",783,"1984","47","Идеи гражданского гуманизма в речах флорентийских магистратов XV в","Брагина","ж"
"784",784,"1984","47","Выставка-информация в Государственной публичной исторической библиотеке","Грязева","ж"
"785",785,"1984","47","Антикрестьянское законодательство 1514 г в Венгрии седьмой декрет Уласло II","Гусарова","ж"
"786",786,"1984","47","Уколова Проблемы истории феодальной формации в трудах Карла Маркса","Гутнова","ж"
"787",787,"1984","47","Изменения характера и структуры земельных операций швабского бюргерства XVX","Евдокимова","ж"
"788",788,"1984","47","Сельское хозяйство па землях Строцци  крупной пополанской семьи Тосканы XV ","Котельникова","ж"
"789",789,"1984","47","Реформационное движение и академии в Италии","Кудрявцев","м"
"790",790,"1984","47","III Международный симпозиум История переходной эпохи от рабовладельческого ","Мильская","ж"
"791",791,"1984","47","К вопросу о структуре господствующего класса в Каталонии XXII вв","Мильская","ж"
"792",792,"1984","47","Советский историк о германском варианте раннего капитализма","Некрасов","м"
"793",793,"1984","47","Обзор журнала Ирландские исторические исследования за 19751980 г","Осипова","ж"
"794",794,"1984","47","Первая Всесоюзная конференция медиевистов по проблемам социальной истории З","Плешкова","ж"
"795",795,"1984","47","Актуальные проблемы медиевистики в трудах Е В Гутновой","Сванидзе","ж"
"796",796,"1984","47","Читательская конференция сборника Средние века","Уколова","ж"
"797",797,"1984","47","Экстраординарные поборы и феодальные сословия в Англии второй половины XII ","Федорова","ж"
"798",798,"1984","47","Гуманизм народная традиция и классический ренессансный стиль в поэзии Андже","Хлодовский","м"
"799",799,"1984","47","Средневековая и ренессансная культура Италии в русской дореволюционной исто","Чиколини","ж"
"800",800,"1984","47","Традиции и новации в современной национальной историографии Нидерландской б","Чистозвонов","м"
"801",801,"1984","47","Денисенко А Н Чистозвонов как историк","Штекли","м"
"802",802,"1984","47","От приютов милосердия к работным домам","Штекли","м"
"803",803,"1985","48","Крупные города Апулии в XII-XIII вв на материале Бари и Барлеты","Абрамсон","ж"
"804",804,"1985","48","Зверева Союз Франции и Шотландии в системе англо-французских противоречий XII-XV вв","Басовская","ж"
"805",805,"1985","48","Итальянские гуманистические рукописи в собрании государственной публичной б","Бернадская","ж"
"806",806,"1985","48","Гуревич АЯ Проблемы средневековой народной культуры М 1981","Бессмертный","м"
"807",807,"1985","48","Взаимосвязь социальных отношений и идеологии в средневековой Европе М 1983","Варьяш","ж"
"808",808,"1985","48","Боэций и европейское музыкознание","Герцман","м"
"809",809,"1985","48","Кастильская деревня в XVI в к характеристике развития производительных сил","Денисенко","м"
"810",810,"1985","48","Этнические общности и политические образования у германцев I-V вв","Колесницкий","м"
"811",811,"1985","48","Из истории дворянского землевладения в Центральной Италии XVI в по материал","Котельникова","ж"
"812",812,"1985","48","От эрудитских собраний к научным сообществам итальянские академии XV-XVII в","Кудрявцев","м"
"813",813,"1985","48","Шарифжанов ИИ Современная английская историография буржуазной революции XVI","Левин","м"
"814",814,"1985","48","Собственность и доходы английской церкви во второй половине XIV в","Леонова","ж"
"815",815,"1985","48","Райцес ВИ Жанна дАрк Факты легенды гипотезы Л 1982","Малинин","м"
"816",816,"1985","48","Люблинская АД Франция при Ришелье Французский абсолютизм в 1630-1642 гг М 1","Малов","м"
"817",817,"1985","48","К вопросу о судьбах общины в Каталонии X-XII вв","Мильская","ж"
"818",818,"1985","48","Народные движения и реформация в Провансе в первой половине XVI в","Молдавская","ж"
"819",819,"1985","48","Английская политика в отношении ирландской торговли в XVI - начале XVII в","Осипова","ж"
"820",820,"1985","48","Методика преподавания истории средних веков по опыту Московского университе","Павуланс, Ролова","—"
"821",821,"1985","48","Сообщество крестьян - держателей надела в Сен-Жерменском аббатстве к вопрос","Серовайский","м"
"822",822,"1985","48","Исидор Севильский и античная философия","Уколова","ж"
"823",823,"1985","48","Итальянский гуманизм проблемы и перспективы исследования О книге Брагиной Л","Уколова","ж"
"824",824,"1985","48","Государственно-правовая концепция Джанфранческо Лоттини","Чиколини","ж"
"825",825,"1985","48","ЕВ Гутнова Классовая борьба и общественное сознание крестьянства в средневе","Чиколини","ж"
"826",826,"1985","48","Реформация как фактор германской истории XVI в","Чистозвонов","м"
"827",827,"1986","49","Памяти В Е Майера","Бессмертный","м"
"828",828,"1986","49","Документы по истории политической борьбы на имперских собраниях рейхстагах ","Бойцов","м"
"829",829,"1986","49","Некоторые проблемы аграрной истории Португалии в современной португальской ","Варьяш","ж"
"830",830,"1986","49","Социально-экономические условия в эпоху классообразования и понятие военная","Горский","м"
"831",831,"1986","49","Английское общее право и крестьянство в теории и па практике XII-XIV вв","Гутнова","ж"
"832",832,"1986","49","Удальцова К столетию со дня рождения академика Е А Косминского","Гутнова","ж"
"833",833,"1986","49","Ремесленники-арендаторы в городе и деревне Тосканы в XVI в по материалам Го","Котельникова","ж"
"834",834,"1986","49","Ролова Итальянская знать и пополаны в средние века новые исследования","Котельникова","ж"
"835",835,"1986","49","Послевоенная историография итальянского реформационного движения","Кудрявцев","м"
"836",836,"1986","49","Воронова Новые поступления в западный фонд отдела рукописей и редких книг Государств","Логутова","ж"
"837",837,"1986","49","Отражение крестьянской идеологии периода Великой Крестьянской войны в Герма","Луковцева","ж"
"838",838,"1986","49","Средние века малым тиражом","Павлова","ж"
"839",839,"1986","49","Франческо Петрарка и формирование самосознания новой личности по трактату О","Ревякина","ж"
"840",840,"1986","49","Памяти В В Штокмар","Редколлегия","—"
"841",841,"1986","49","Славянская политика Карла Великого в западноевропейской средневековой тради","Ронин","м"
"842",842,"1986","49","Народная борьба против института королевских заповедных лесов в Англии в XI","Серовайская","ж"
"843",843,"1986","49","Экономическое развитие манора Стопор в XIVXV вв","Ульянов","м"
"844",844,"1986","49","Проблемы истории средних веков на I коллоквиуме историков СССР и Португалии","Черных","м"
"845",845,"1986","49","Важный обобщающий труд советских медиевистов К выходу первого тома Истории ","Чиколини","ж"
"846",846,"1986","49","О политическом строе Утопии","Штекли","м"
"847",847,"1986","49","Макиавелли в советской литературе последнего десятилетия","Юсим","м"
"848",848,"1987","50","Историческая демография позднего западноевропейского средневековья на совре","Бессмертный","м"
"849",849,"1987","50","Английское феодальное государство в XIVXV вв","Гутнова","ж"
"850",850,"1987","50","Котельникова Чиколини Проблемы медиевистики на XVI Международном конгрессе исторических наук в Шт","Гутнова","ж"
"851",851,"1987","50","Аграрный строй древних германцев и трактовке археологов ФРГ","Жумагулов","м"
"852",852,"1987","50","Крупный вклад в марксистско-ленинскую медиевистику к выходу второго тома Ис","Заборов","м"
"853",853,"1987","50","Итальянская синьория в XIVXV вв условия и предпосылки возникновения","Котельникова","ж"
"854",854,"1987","50","Аллод в системе феодального землевладения","Мильская","ж"
"855",855,"1987","50","Государство в Ирландии XIVXVI вв","Осипова","ж"
"856",856,"1987","50","Классовая борьба во Флоренции в XIVXV вв в отражении современной зарубежной","Ролова","ж"
"857",857,"1987","50","Культура эпохи Возрождения","Рутенбург","м"
"858",858,"1987","50","Эпоха уний в Северной Европе XIV  начало XVI в","Сванидзе","ж"
"859",859,"1987","50","Права франкских королей на лес и развитие феодальной собственности норма и ","Серовайский","м"
"860",860,"1987","50","История средневековых университетов во франко-бельгийской историографии нач","Уваров","м"
"861",861,"1987","50","Гутнова Сборник Средние века итоги и перспективы развития","Уколова","ж"
"862",862,"1987","50","Экономическое развитие манора Стонор в XIVXV вв окончание","Ульянов","м"
"863",863,"1987","50","Налоговая политика французской сословной монархии в XIVXV вв","Хачатурян","ж"
"864",864,"1987","50","Диалоги Лукиана и Утопия Мора в издании Джунти 1519","Чиколини","ж"
"865",865,"1987","50","Становление государственного строя Республики Соединенных провинций","Чистозвонов","м"
"866",866,"1987","50","Всесоюзная научная конференция Эразм Роттердамский и культура его времени к","Чудинов","м"
"867",867,"1987","50","Эразм и издание Утопии 1516","Штекли","м"
"868",868,"1988","51","Заседание памяти О А Добиаш-Рождественской","А.Я.","—"
"869",869,"1988","51","Заседание памяти проф И М Гревса в ЛОИИ АН СССР","А.Я.","—"
"870",870,"1988","51","К проблеме типологии южноитальянского города XIIXIII вв","Абрамсон","ж"
"871",871,"1988","51","Англия и Франция в международной жизни Западной Европы XIIXV вв","Басовская","ж"
"872",872,"1988","51","Научные труды А А Кирилловой","Безрогов","м"
"873",873,"1988","51","Памяти М А Заборова","Бессмертный","м"
"874",874,"1988","51","К вопросу о типологии крестьянской семьи во франкской деревне IX в","Блонин","м"
"875",875,"1988","51","Курс по истории средневековой культуры в ВУЗе","Богодарова","ж"
"876",876,"1988","51","Феодальное землевладение и королевская власть в Португалии XII в","Варьяш","ж"
"877",877,"1988","51","III коллоквиум историков СССР и Испании","Ведюшкин","м"
"878",878,"1988","51","Ивонин Второй научный коллоквиум по истории международных связей в средневековой Е","Гусакова","ж"
"879",879,"1988","51","Проблемы медиевистики в испанском историческом журнале","Денисенко","м"
"880",880,"1988","51","К столетию со дня рождения Н П Грацианского 18861945","Егорова","ж"
"881",881,"1988","51","Проза Пира Данте К вопросу о жанре и структуре","Елина","ж"
"882",882,"1988","51","Научные труды М А Когана","Коган","м"
"883",883,"1988","51","Тутова Научные труды О Л Вайнштейна","Корсакова","ж"
"884",884,"1988","51","Источниковедческие особенности Иерусалимских ассиз в медиевистике XIXXX вв","Лучицкая","ж"
"885",885,"1988","51","Отчеты управляющих доменами графов-королей Каталонии  издание нового источн","Мильская","ж"
"886",886,"1988","51","Заседание памяти С П Моравского","Мироненко","ж"
"887",887,"1988","51","В научном совете Закономерности исторического развития и смены общественно-","Пичугина","ж"
"888",888,"1988","51","Чтения памяти академика Е А Косминского к столетию со дня рождения","Пичугина","ж"
"889",889,"1988","51","Идеи схоластической натурфилософии Шартрской школы н образ природы в Романе","Попова","ж"
"890",890,"1988","51","Зинаида Владимировна Удальцова 19181987","Редколлегия","—"
"891",891,"1988","51","Памяти Т С Осиповой","Редколлегия","—"
"892",892,"1988","51","Удальцова Проблемы генезиса средневековых городов в Европе на первом симпозиуме истор","Сванидзе","ж"
"893",893,"1988","51","Структурно-логическая схема как форма руководства работой студента над докл","Серовайский","м"
"894",894,"1988","51","Борьба тенденций в новейшей историографии Католической лиги конца XVI в","Уваров","м"
"895",895,"1988","51","Раннесредневековый архив аббатства Сен-Виктор де Марсель опыт реконструкции","Филиппов","м"
"896",896,"1988","51","Литература по истории средних веков вышедшая в СССР в 1985 г","Фролова","ж"
"897",897,"1988","51","Списки налогоплательщиков о состоянии ремесла и торговли Парижа конца XIII ","Цатурова","ж"
"898",898,"1988","51","Малые города как проблема сравнительно-исторического изучения европейского ","Ястребицкая","ж"
"899",899,"1990","53","Идеи войны и мира в западноевропейском средневековом обществе","Басовская","ж"
"900",900,"1990","53","Неизвестный венецианский документ 1346 г по истории кипро-венецианских отно","Близнюк","ж"
"901",901,"1990","53","Симпозиум Общество и государство в античную и средневековую эпохи в г Горьк","Блонин","м"
"902",902,"1990","53","Джеффри Чосер штрихи к портрету","Богодарова","ж"
"903",903,"1990","53","Имперская опала в XIVXV вв","Бойцов","м"
"904",904,"1990","53","Четвертый двусторонний коллоквиум историков-медиевистов СССР и ГДР","Буданова","ж"
"905",905,"1990","53","С Дон-Кихотом через века","Генералова","ж"
"906",906,"1990","53","Средневековье место в европейской цивилизации","Гутнова","ж"
"907",907,"1990","53","Межвузовская конференция Проблемы истории средневековой Германии","Егорова","ж"
"908",908,"1990","53","Григорианский хорал в зеркале средневековых документов","Ефимова","ж"
"909",909,"1990","53","Серовайский О природе чересполосного парцеллярного землевладения в средние века К вопро","Каняшин","м"
"910",910,"1990","53","Коэлью да Крестьянское неповиновение и сопротивление","Круш","м"
"911",911,"1990","53","Схоласты о собственности","Кудрявцев","м"
"912",912,"1990","53","Испанский документ из архива ЛОИИ АН СССР Вступительная статья публикация п","Кучумов","м"
"913",913,"1990","53","Формирование и эволюция географических представлений в средневековой Западн","Мельникова","ж"
"914",914,"1990","53","Южнонемецкие земли в европейских связях IXX вв","Назаренко","м"
"915",915,"1990","53","От редколлегии","Редколлегия","—"
"916",916,"1990","53","Государственный долг и его роль в Флорентийской республике и в Тосканском В","Ролова","ж"
"917",917,"1990","53","Ремесленные подмастерья и их организации в позднее средневековье и раннее н","Сванидзе","ж"
"918",918,"1990","53","Традиции и новации в изучении западноевропейского феодализма","Сергеева","ж"
"919",919,"1990","53","И живы памятью столетий Очерки о руководителях народных движений в средневе","Уваров","м"
"920",920,"1990","53","Литература по истории средних веков вышедшая в СССР в 1987 г","Фролова","ж"
"921",921,"1990","53","Легенда о кортесах в Ламегу к 350-летию восстановления независимости Португ","Черных","м"
"922",922,"1990","53","Новые книги по геральдике","Черных","м"
"923",923,"1990","53","Проблемы истории государства и общества в советской и португальской медиеви","Черных","м"
"924",924,"1990","53","Венеция в итальянской публицистике XVI XVIII вв и Antiveneti Кампанеллы","Чиколини","ж"
"925",925,"1990","53","Международная научная конференция Роль региональности при переходе от феода","Чистозвонов","м"
"926",926,"1990","53","Новые исследования но медиевистике","Шушарин","м"
"927",927,"1991","54","Правитель и народ в Столетней войне миф и реальность","Басовская","ж"
"928",928,"1991","54","Город в итальянской гуманистической мысли XV в","Брагина","ж"
"929",929,"1991","54","Бенито Руано Об инаковости в истории","Варьяш","ж"
"930",930,"1991","54","Заседание памяти АР Корсунского","Варьяш","ж"
"931",931,"1991","54","Прагматика 1344 г Перевод комментарии и вступительная статья","Варьяш","ж"
"932",932,"1991","54","К столетию ВМ Лавровского","Винокурова","ж"
"933",933,"1991","54","Памяти МА Барга","Винокурова","ж"
"934",934,"1991","54","Первый коллоквиум медиевистов СССР и США","Винокурова","ж"
"935",935,"1991","54","Проблемы медиевистики в изданиях Отдела истории средних веков","Винокурова","ж"
"936",936,"1991","54","Исаева Сванидзе Античное наследие как фактор формирования средневековой культуры Западной Е","Голубцова","ж"
"937",937,"1991","54","Всесоюзная конференция Власть и политическая культура в средневековой Европ","Гутнова","ж"
"938",938,"1991","54","Обзор диссертаций по истории средних веков 1977-1987","Дрбоглав","м"
"939",939,"1991","54","Международный коллоквиум школа Анналов вчера и сегодня","Лебедева","ж"
"940",940,"1991","54","Второй симпозиум советских и датских историков","Мельникова","ж"
"941",941,"1991","54","Какими они были средневековые горожанки","Пушкарёва","ж"
"942",942,"1991","54","Новые подходы к английской революции середины XVII в в немарксистской истор","Репина","ж"
"943",943,"1991","54","Деревня и город средневековой Италии в освещении ЛА Котельниковой","Ролова","ж"
"944",944,"1991","54","Симпозиум по исторической демографии","С.Л., П.Г.","—"
"945",945,"1991","54","Механизм патрицианской олигархии в средневековом шведском городе XV в","Сванидзе","ж"
"946",946,"1991","54","Английская дипломатия и страны Восточной и Юго-Восточной Европы в конце XVI","Сыч","м"
"947",947,"1991","54","Церковная сеньория в средневековых городах Прованса по описи владений госпи","Тушина","ж"
"948",948,"1991","54","Парижский университет и местные интересы коней XIV  первая половина XV в","Уваров","м"
"949",949,"1991","54","Геральдика в Шотландии","Федосов","м"
"950",950,"1991","54","Политическая и государственная история западного средневековья в контексте ","Хачатурян","ж"
"951",951,"1991","54","Восстановление суверенитета Португалии в 1640 г к вопросу о терминах","Черных","м"
"952",952,"1991","54","Академик ЕА Косминский Из переписки","Шарова","ж"
"953",953,"1991","54","Новые исследования по медиевистике","Шушарин","м"
"954",954,"1991","54","Город и ренессансная культура","Юсим","м"
"955",955,"1991","54","Из истории ранней флорентийской историографии Хроника Джованни Виллани","Юсим","м"
"956",956,"2005","66","Культурное Средневековье  обсуждение  Словаря средневековой культуры  под. ред. А.Я. Гуревича","Алтухова, Цатурова","—"
"957",957,"2005","66","О присвоении прошлого. Открытое письмо Л.Т. Мильской","Гуревич","м"
"958",958,"2005","66","Англия и герцогство Урбино в 1474-1509гг.  частный случай использования ордена Подвязки как орудия","Домнина","ж"
"959",959,"2005","66","Памяти Елены Бернадской","Каганович","м"
"960",960,"2005","66","Приемы ритмизованной прозы (cursus) в сводах декретального права и использование cursus в","Казбекова","ж"
"961",961,"2005","66","Имперские книги Геральда Камбрийского","Кобрин","м"
"962",962,"2005","66","Наследники Беды   Письмо об архиепископах йорка  в контексте исторической культуры Северной Англии","Мереминский","м"
"963",963,"2005","66","Вулф Вулфлам  карьера и судьба ганзейского дипломата XIV века.","Подаляк","ж"
"964",964,"2005","66","Памяти Руфа Хлодовского","Редколлегия","—"
"965",965,"2005","66","Послесловие редколлегии","Редколлегия","—"
"966",966,"2005","66","Топография наказания и представление о социальном порядке  лондонские тюрьмы в позднее","Рексрот","м"
"967",967,"2005","66","Дар и некоторые проблемы становления феодализма в современной медиевистике (2)","Решин","м"
"968",968,"2005","66","Памятники каролингской историографии в западноевропейской рукописной традиции IX-XII вв.","Сидоров","м"
"969",969,"2005","66","Власть и собственность английской короны в контексте теории корпоративности в интерпретации Ф.У.","Сидорова","ж"
"970",970,"2005","66","Письмо об архиепископах йорка. Пер. и коммент. С.Г. Мереминского.","Симеон Даремский","м"
"971",971,"2005","66","Что нам делать с Нидерландской буржуазной революцией  (По следам Ассамблеи медиевистов).","Уваров, Цатурова","—"
"972",972,"2005","66","Самоубийство в феодальной Англии  от греха к преступлению.","Хатунов","м"
"973",973,"2005","66","Восстание Энгельбректа и хроника о нем. (Доклад автора на исторических факультетах Стокгольмского и","Щеглов","м"
"974",974,"2005","66","Феодальная мутация  шведский вариант  (Обзор материалов сборника  Birger jarls tid - en","Щеглов","м"
"975",975,"2008","69(4)","Кивельсон В Картографии царства Земля и ее образ в России XVII в Итака-Лонд","Берелович","м"
"976",976,"2008","69(4)","Тогоева ОИ Истинная правда языки средневекового правосудия Отв ред МА Бойцо","Бобкова","ж"
"977",977,"2008","69(4)","О феодализме русском и не только","Горский","м"
"978",978,"2008","69(4)","Андерсон П Переходы от античности к феодализму М Издательский дом Территори","Дубровский","м"
"979",979,"2008","69(4)","Панофский Э Перспектива как символическая форма Готическая архитектура и сх","Дубровский","м"
"980",980,"2008","69(4)","Орден подвязки как средство репрезентации власти Карла I Стюарта","Кирьянова","ж"
"981",981,"2008","69(4)","Хроника международной научной конференции Ученый писатель художник эпохи Во","Кирьянова","ж"
"982",982,"2008","69(4)","Литература по истории Средних веков и раннего Нового времени вышедшая в Рос","Ощепкова","ж"
"983",983,"2008","69(4)","О русском переводе сочинения Александра Гваньини Описание Московии критичес","Рыбаков","м"
"984",984,"2008","69(4)","От редактора","Уваров","м"
"985",985,"2008","69(4)","Фридман П Из глубин Востока Пряности и средневековое воображение Нью-Хейвен","Филиппов","м"
"986",986,"2008","69(4)","Святыня и политика к идее византийского наследия в России середины XVII в","Чеснокова","ж"
"987",987,"2009","70(1-2)","Повторение пройденного концепция византийской экономики представленная в се","Вин","м"
"988",988,"2009","70(1-2)","Новое открытие культуры эпохи Возрождения в России Культура Возрождения Энц","Гладков","м"
"989",989,"2009","70(1-2)","К вопросу о ранней модернизации в Европе и России мир-системная парадигма","Ким","м"
"990",990,"2009","70(1-2)","Отказ от ремесла мотивы последствия предположения","Кириллова","ж"
"991",991,"2009","70(1-2)","Собор в Стренесхальке и мощи св Аэдана","Королев","м"
"992",992,"2009","70(1-2)","Жестокость на войне в системе рыцарской этики позднего Средневековья","Костырев","м"
"993",993,"2009","70(1-2)","Ливонские пленники в политической борьбе Бориса Годунова","Опарина","ж"
"994",994,"2009","70(1-2)","Литература по истории Средних веков и раннего Нового времени вышедшая в Рос","Ощепкова","ж"
"995",995,"2009","70(1-2)","Во имя процветания Ганзы дипломатические миссии любекского ратмана йохана ф","Подаляк","ж"
"996",996,"2009","70(1-2)","Второй день Что такое Средние века","Редколлегия","—"
"997",997,"2009","70(1-2)","Первый день Средние века в новом формате стенограмма обсуждения","Редколлегия","—"
"998",998,"2009","70(1-2)","Третий день Раннее Новое время и теория модернизации","Редколлегия","—"
"999",999,"2009","70(1-2)","Когда погиб последний из Кордовских мучеников","Рыбина","ж"
"1000",1000,"2009","70(1-2)","Майер Письма учителю и другу Из научного наследия профессора ВЕ Майера","Сысоева","ж"
"1001",1001,"2009","70(1-2)","О романтических увлечениях юности и научном профессионализмеРецензия на кн ","Тогоева","ж"
"1002",1002,"2009","70(1-2)","Медиевистика в Ивановском университете Направления научного поиска","Тюленев","м"
"1003",1003,"2009","70(1-2)","Гербовники XIV века","Черных","м"
"1004",1004,"2009","70(3)","Средневековая археология в Великобритании","Анисимова","ж"
"1005",1005,"2009","70(3)","Археология и история экономики раннего Средневековья","Дубровский","м"
"1006",1006,"2009","70(3)","Бенито Средневековая археология в Испании основные направления исследований","Искьердо","м"
"1007",1007,"2009","70(3)","Комментарий исторического источника исследования и опыты  Отв ред МС Бобков","Креленко","ж"
"1008",1008,"2009","70(3)","Культура Возрождения Энциклопедия в двух томах Т 1 М РОССПЭН 2007","Кривушин","м"
"1009",1009,"2009","70(3)","Чудо Колума Киле как памятник ирландской культуры XI века","Михайлова","ж"
"1010",1010,"2009","70(3)","Дж Этничность власть и миф об англичанах","Морленд","м"
"1011",1011,"2009","70(3)","Панин Фетисов Междисциплинарные исследования в археологии по результатам исследования гнё","Мурашева","ж"
"1012",1012,"2009","70(3)","В поисках добровольного мученика Кордова X в","Рыбина","ж"
"1013",1013,"2009","70(3)","От редактора","Уваров","м"
"1014",1014,"2009","70(3)","Тюленев Лебедева ГЕ Якубский ВА Cathedra medii aevi Материалы к истории ленинградск","Хачатурян","ж"
"1015",1015,"2009","70(3)","Эпистемология истории исторического знания к постановке вопроса","Хачатурян","ж"
"1016",1016,"2009","70(3)","Сен-Симон Мемуары 1691-1701  Изд подгот ВН Малов МВ Добродеева ЛА Сифурова ","Цатурова","ж"
"1017",1017,"2009","70(3)","О комплексных методах в русской средневековой археологии","Чернов","м"
"1018",1018,"2009","70(3)","Кудрявцев ОФ Флорентийская платоновская академия Очерк истории духовной жиз","Юсим","м"
"1019",1019,"2009","70(4)","Из истории вечного Обзор","Дубровский","м"
"1020",1020,"2009","70(4)","Процедура оформления владельческих прав в Нормандском герцогстве и сопредел","Касатов","м"
"1021",1021,"2009","70(4)","Эта книга моя Владельцы и читатели Книги поучений дочерям Жоффруа де Ла Тур","Крылова","ж"
"1022",1022,"2009","70(4)","Ментальные карты Парижа XVI в Восприятие городского пространства","Лазарев","м"
"1023",1023,"2009","70(4)","Дежарден Великаны  хранители в городах Фландрии XVI в","Лекюппр-Дежарден","ж"
"1024",1024,"2009","70(4)","Город глазами средневекового монаха по сочинению Руперта Дойцского De incen","Редькова","ж"
"1025",1025,"2009","70(4)","Юбилейное интервью с Аделаидой Анатольевной Сванидзе","Сванидзе, редколлегия","—"
"1026",1026,"2009","70(4)","Маргиналии на полях манускрипта или Как в средневековом Меце читали хронику","Сидоров","м"
"1027",1027,"2009","70(4)","Balzamo N La vie de Jean Bouvart bourgeois chartrain du XVIe siècle daprès ","Уваров","м"
"1028",1028,"2009","70(4)","От редактора","Уваров","м"
"1029",1029,"2010","71(1-2)","Уильям Ньюбургский. Пролог к Хронике  Historia rerum anglicarum  (ecmyn. ст., пер. с лат. яз. и","Афанасьев","м"
"1030",1030,"2010","71(1-2)","Двор князя и расцвет посвящения в рыцари в Нормандии в XI-XII веках (пер. с фр. яз. Е.А. Абрамовой ","Бартелеми","м"
