"doc_id","topic_1","topic_2","topic_3","Year","Issue","Title","Author","Gender"
769,16,2,25,1983,"46","Научные труды Я Д Серовайского","Москаленко","м"
770,15,11,13,1983,"46","Памяти Н.В. Савиной","Редколлегия","—"
771,17,11,25,1983,"46","Продовольственная политика Тосканского великого герцогства вторая половина ","Ролова","ж"
772,26,2,23,1983,"46","Светские биографии в каролингское время Астроном как историк и писатель","Ронин","м"
773,13,15,25,1983,"46","Второй двусторонний коллоквиум историков-медиевистов СССР и ГДР","Савина","ж"
774,16,30,1,1983,"46","Культура Остготской Италии","Уколова","ж"
775,13,2,16,1983,"46","Литература по истории средних веков вышедшая в СССР в 1980 г","Фролова","ж"
776,9,7,23,1983,"46","Две неизвестные редакции кастильско-генуэзского договора 1146 г из ленингра","Червонов","м"
777,7,21,9,1983,"46","Лютеранство в Нидерландах 15171533","Чистозвонов","м"
778,2,26,15,1983,"46","Научные труды А Д Люблинской","Шаркова","ж"
779,15,2,13,1983,"46","Этическая концепция Макиавелли","Юсим","м"
780,9,28,8,1984,"47","Итальянские гуманистические рукописи в собрании Государственной публичной б","Бернадская","ж"
781,11,25,1,1984,"47","Некоторые дискуссионные вопросы генезиса феодализма на территории Франции","Бессмертный","м"
782,2,12,26,1984,"47","К изучению динамики численности населения на территории Франции IX в","Блонин","м"
783,7,19,26,1984,"47","Идеи гражданского гуманизма в речах флорентийских магистратов XV в","Брагина","ж"
784,27,26,2,1984,"47","Выставка-информация в Государственной публичной исторической библиотеке","Грязева","ж"
785,16,9,2,1984,"47","Антикрестьянское законодательство 1514 г в Венгрии седьмой декрет Уласло II","Гусарова","ж"
786,21,8,1,1984,"47","Уколова Проблемы истории феодальной формации в трудах Карла Маркса","Гутнова","ж"
787,2,15,26,1984,"47","Изменения характера и структуры земельных операций швабского бюргерства XVX","Евдокимова","ж"
788,30,23,7,1984,"47","Сельское хозяйство па землях Строцци  крупной пополанской семьи Тосканы XV ","Котельникова","ж"
789,22,26,7,1984,"47","Реформационное движение и академии в Италии","Кудрявцев","м"
790,22,26,27,1984,"47","III Международный симпозиум История переходной эпохи от рабовладельческого ","Мильская","ж"
791,2,13,25,1984,"47","К вопросу о структуре господствующего класса в Каталонии XXII вв","Мильская","ж"
792,2,13,25,1984,"47","Советский историк о германском варианте раннего капитализма","Некрасов","м"
793,20,17,25,1984,"47","Обзор журнала Ирландские исторические исследования за 19751980 г","Осипова","ж"
794,26,14,19,1984,"47","Первая Всесоюзная конференция медиевистов по проблемам социальной истории З","Плешкова","ж"
795,13,20,25,1984,"47","Актуальные проблемы медиевистики в трудах Е В Гутновой","Сванидзе","ж"
796,2,13,15,1984,"47","Читательская конференция сборника Средние века","Уколова","ж"
797,13,2,25,1984,"47","Экстраординарные поборы и феодальные сословия в Англии второй половины XII ","Федорова","ж"
798,2,22,13,1984,"47","Гуманизм народная традиция и классический ренессансный стиль в поэзии Андже","Хлодовский","м"
799,16,13,20,1984,"47","Средневековая и ренессансная культура Италии в русской дореволюционной исто","Чиколини","ж"
800,13,25,1,1984,"47","Традиции и новации в современной национальной историографии Нидерландской б","Чистозвонов","м"
801,13,12,9,1984,"47","Денисенко А Н Чистозвонов как историк","Штекли","м"
802,9,26,13,1984,"47","От приютов милосердия к работным домам","Штекли","м"
803,13,15,2,1985,"48","Крупные города Апулии в XII-XIII вв на материале Бари и Барлеты","Абрамсон","ж"
804,26,22,23,1985,"48","Зверева Союз Франции и Шотландии в системе англо-французских противоречий XII-XV вв","Басовская","ж"
805,26,13,2,1985,"48","Итальянские гуманистические рукописи в собрании государственной публичной б","Бернадская","ж"
806,13,26,25,1985,"48","Гуревич АЯ Проблемы средневековой народной культуры М 1981","Бессмертный","м"
807,1,18,9,1985,"48","Взаимосвязь социальных отношений и идеологии в средневековой Европе М 1983","Варьяш","ж"
808,4,12,25,1985,"48","Боэций и европейское музыкознание","Герцман","м"
809,27,26,1,1985,"48","Кастильская деревня в XVI в к характеристике развития производительных сил","Денисенко","м"
810,15,13,2,1985,"48","Этнические общности и политические образования у германцев I-V вв","Колесницкий","м"
811,16,19,5,1985,"48","Из истории дворянского землевладения в Центральной Италии XVI в по материал","Котельникова","ж"
812,17,15,13,1985,"48","От эрудитских собраний к научным сообществам итальянские академии XV-XVII в","Кудрявцев","м"
813,10,4,25,1985,"48","Шарифжанов ИИ Современная английская историография буржуазной революции XVI","Левин","м"
814,13,9,22,1985,"48","Собственность и доходы английской церкви во второй половине XIV в","Леонова","ж"
815,28,25,13,1985,"48","Райцес ВИ Жанна дАрк Факты легенды гипотезы Л 1982","Малинин","м"
816,9,23,26,1985,"48","Люблинская АД Франция при Ришелье Французский абсолютизм в 1630-1642 гг М 1","Малов","м"
817,16,3,25,1985,"48","К вопросу о судьбах общины в Каталонии X-XII вв","Мильская","ж"
818,10,8,14,1985,"48","Народные движения и реформация в Провансе в первой половине XVI в","Молдавская","ж"
819,16,1,4,1985,"48","Английская политика в отношении ирландской торговли в XVI - начале XVII в","Осипова","ж"
820,8,16,2,1985,"48","Методика преподавания истории средних веков по опыту Московского университе","Павуланс, Ролова","—"
821,27,26,7,1985,"48","Сообщество крестьян - держателей надела в Сен-Жерменском аббатстве к вопрос","Серовайский","м"
822,16,19,27,1985,"48","Исидор Севильский и античная философия","Уколова","ж"
823,15,22,1,1985,"48","Итальянский гуманизм проблемы и перспективы исследования О книге Брагиной Л","Уколова","ж"
824,5,2,26,1985,"48","Государственно-правовая концепция Джанфранческо Лоттини","Чиколини","ж"
825,26,14,19,1985,"48","ЕВ Гутнова Классовая борьба и общественное сознание крестьянства в средневе","Чиколини","ж"
826,16,6,19,1985,"48","Реформация как фактор германской истории XVI в","Чистозвонов","м"
827,22,25,13,1986,"49","Памяти В Е Майера","Бессмертный","м"
828,25,17,12,1986,"49","Документы по истории политической борьбы на имперских собраниях рейхстагах ","Бойцов","м"
829,16,2,26,1986,"49","Некоторые проблемы аграрной истории Португалии в современной португальской ","Варьяш","ж"
830,24,25,26,1986,"49","Социально-экономические условия в эпоху классообразования и понятие военная","Горский","м"
831,22,12,1,1986,"49","Английское общее право и крестьянство в теории и па практике XII-XIV вв","Гутнова","ж"
832,15,13,29,1986,"49","Удальцова К столетию со дня рождения академика Е А Косминского","Гутнова","ж"
833,5,25,12,1986,"49","Ремесленники-арендаторы в городе и деревне Тосканы в XVI в по материалам Го","Котельникова","ж"
834,12,26,23,1986,"49","Ролова Итальянская знать и пополаны в средние века новые исследования","Котельникова","ж"
835,25,20,6,1986,"49","Послевоенная историография итальянского реформационного движения","Кудрявцев","м"
836,10,3,16,1986,"49","Воронова Новые поступления в западный фонд отдела рукописей и редких книг Государств","Логутова","ж"
837,2,16,26,1986,"49","Отражение крестьянской идеологии периода Великой Крестьянской войны в Герма","Луковцева","ж"
838,15,2,13,1986,"49","Средние века малым тиражом","Павлова","ж"
839,6,16,25,1986,"49","Франческо Петрарка и формирование самосознания новой личности по трактату О","Ревякина","ж"
840,16,30,6,1986,"49","Памяти В В Штокмар","Редколлегия","—"
841,23,7,27,1986,"49","Славянская политика Карла Великого в западноевропейской средневековой тради","Ронин","м"
842,26,30,7,1986,"49","Народная борьба против института королевских заповедных лесов в Англии в XI","Серовайская","ж"
843,11,20,13,1986,"49","Экономическое развитие манора Стопор в XIVXV вв","Ульянов","м"
844,15,2,13,1986,"49","Проблемы истории средних веков на I коллоквиуме историков СССР и Португалии","Черных","м"
845,3,23,7,1986,"49","Важный обобщающий труд советских медиевистов К выходу первого тома Истории ","Чиколини","ж"
846,25,6,20,1986,"49","О политическом строе Утопии","Штекли","м"
847,16,22,12,1986,"49","Макиавелли в советской литературе последнего десятилетия","Юсим","м"
848,6,25,10,1987,"50","Историческая демография позднего западноевропейского средневековья на совре","Бессмертный","м"
849,16,25,4,1987,"50","Английское феодальное государство в XIVXV вв","Гутнова","ж"
850,21,1,9,1987,"50","Котельникова Чиколини Проблемы медиевистики на XVI Международном конгрессе исторических наук в Шт","Гутнова","ж"
851,26,3,23,1987,"50","Аграрный строй древних германцев и трактовке археологов ФРГ","Жумагулов","м"
852,30,26,25,1987,"50","Крупный вклад в марксистско-ленинскую медиевистику к выходу второго тома Ис","Заборов","м"
853,8,11,1,1987,"50","Итальянская синьория в XIVXV вв условия и предпосылки возникновения","Котельникова","ж"
854,13,9,1,1987,"50","Аллод в системе феодального землевладения","Мильская","ж"
855,16,19,4,1987,"50","Государство в Ирландии XIVXVI вв","Осипова","ж"
856,15,13,29,1987,"50","Классовая борьба во Флоренции в XIVXV вв в отражении современной зарубежной","Ролова","ж"
857,13,15,2,1987,"50","Культура эпохи Возрождения","Рутенбург","м"
858,13,25,6,1987,"50","Эпоха уний в Северной Европе XIV  начало XVI в","Сванидзе","ж"
859,27,1,26,1987,"50","Права франкских королей на лес и развитие феодальной собственности норма и ","Серовайский","м"
860,17,13,2,1987,"50","История средневековых университетов во франко-бельгийской историографии нач","Уваров","м"
861,15,13,2,1987,"50","Гутнова Сборник Средние века итоги и перспективы развития","Уколова","ж"
862,8,10,1,1987,"50","Экономическое развитие манора Стонор в XIVXV вв окончание","Ульянов","м"
863,25,24,12,1987,"50","Налоговая политика французской сословной монархии в XIVXV вв","Хачатурян","ж"
864,26,3,7,1987,"50","Диалоги Лукиана и Утопия Мора в издании Джунти 1519","Чиколини","ж"
865,12,23,9,1987,"50","Становление государственного строя Республики Соединенных провинций","Чистозвонов","м"
866,7,1,11,1987,"50","Всесоюзная научная конференция Эразм Роттердамский и культура его времени к","Чудинов","м"
867,6,25,20,1987,"50","Эразм и издание Утопии 1516","Штекли","м"
868,10,25,11,1988,"51","Заседание памяти О А Добиаш-Рождественской","А.Я.","—"
869,15,11,13,1988,"51","Заседание памяти проф И М Гревса в ЛОИИ АН СССР","А.Я.","—"
870,6,25,23,1988,"51","К проблеме типологии южноитальянского города XIIXIII вв","Абрамсон","ж"
871,16,26,22,1988,"51","Англия и Франция в международной жизни Западной Европы XIIXV вв","Басовская","ж"
872,2,16,19,1988,"51","Научные труды А А Кирилловой","Безрогов","м"
873,2,6,26,1988,"51","Памяти М А Заборова","Бессмертный","м"
874,29,13,15,1988,"51","К вопросу о типологии крестьянской семьи во франкской деревне IX в","Блонин","м"
875,13,25,20,1988,"51","Курс по истории средневековой культуры в ВУЗе","Богодарова","ж"
876,13,15,1,1988,"51","Феодальное землевладение и королевская власть в Португалии XII в","Варьяш","ж"
877,3,26,23,1988,"51","III коллоквиум историков СССР и Испании","Ведюшкин","м"
878,25,14,23,1988,"51","Ивонин Второй научный коллоквиум по истории международных связей в средневековой Е","Гусакова","ж"
879,9,7,18,1988,"51","Проблемы медиевистики в испанском историческом журнале","Денисенко","м"
880,25,2,5,1988,"51","К столетию со дня рождения Н П Грацианского 18861945","Егорова","ж"
881,15,30,13,1988,"51","Проза Пира Данте К вопросу о жанре и структуре","Елина","ж"
882,2,16,13,1988,"51","Научные труды М А Когана","Коган","м"
883,10,25,5,1988,"51","Тутова Научные труды О Л Вайнштейна","Корсакова","ж"
884,25,14,19,1988,"51","Источниковедческие особенности Иерусалимских ассиз в медиевистике XIXXX вв","Лучицкая","ж"
885,16,2,13,1988,"51","Отчеты управляющих доменами графов-королей Каталонии  издание нового источн","Мильская","ж"
886,9,2,12,1988,"51","Заседание памяти С П Моравского","Мироненко","ж"
887,27,26,25,1988,"51","В научном совете Закономерности исторического развития и смены общественно-","Пичугина","ж"
888,9,23,21,1988,"51","Чтения памяти академика Е А Косминского к столетию со дня рождения","Пичугина","ж"
889,9,12,23,1988,"51","Идеи схоластической натурфилософии Шартрской школы н образ природы в Романе","Попова","ж"
890,7,2,13,1988,"51","Зинаида Владимировна Удальцова 19181987","Редколлегия","—"
891,28,26,5,1988,"51","Памяти Т С Осиповой","Редколлегия","—"
892,7,26,19,1988,"51","Удальцова Проблемы генезиса средневековых городов в Европе на первом симпозиуме истор","Сванидзе","ж"
893,20,13,12,1988,"51","Структурно-логическая схема как форма руководства работой студента над докл","Серовайский","м"
894,15,2,13,1988,"51","Борьба тенденций в новейшей историографии Католической лиги конца XVI в","Уваров","м"
895,16,17,10,1988,"51","Раннесредневековый архив аббатства Сен-Виктор де Марсель опыт реконструкции","Филиппов","м"
896,8,1,2,1988,"51","Литература по истории средних веков вышедшая в СССР в 1985 г","Фролова","ж"
897,2,19,13,1988,"51","Списки налогоплательщиков о состоянии ремесла и торговли Парижа конца XIII ","Цатурова","ж"
898,22,25,10,1988,"51","Малые города как проблема сравнительно-исторического изучения европейского ","Ястребицкая","ж"
899,25,4,10,1990,"53","Идеи войны и мира в западноевропейском средневековом обществе","Басовская","ж"
900,15,2,1,1990,"53","Неизвестный венецианский документ 1346 г по истории кипро-венецианских отно","Близнюк","ж"
901,25,20,14,1990,"53","Симпозиум Общество и государство в античную и средневековую эпохи в г Горьк","Блонин","м"
902,26,2,1,1990,"53","Джеффри Чосер штрихи к портрету","Богодарова","ж"
903,7,26,2,1990,"53","Имперская опала в XIVXV вв","Бойцов","м"
904,20,17,25,1990,"53","Четвертый двусторонний коллоквиум историков-медиевистов СССР и ГДР","Буданова","ж"
905,2,16,10,1990,"53","С Дон-Кихотом через века","Генералова","ж"
906,24,26,23,1990,"53","Средневековье место в европейской цивилизации","Гутнова","ж"
907,13,1,9,1990,"53","Межвузовская конференция Проблемы истории средневековой Германии","Егорова","ж"
908,19,26,16,1990,"53","Григорианский хорал в зеркале средневековых документов","Ефимова","ж"
909,25,2,16,1990,"53","Серовайский О природе чересполосного парцеллярного землевладения в средние века К вопро","Каняшин","м"
910,20,25,14,1990,"53","Коэлью да Крестьянское неповиновение и сопротивление","Круш","м"
911,10,25,6,1990,"53","Схоласты о собственности","Кудрявцев","м"
912,16,23,24,1990,"53","Испанский документ из архива ЛОИИ АН СССР Вступительная статья публикация п","Кучумов","м"
913,6,25,16,1990,"53","Формирование и эволюция географических представлений в средневековой Западн","Мельникова","ж"
914,17,8,23,1990,"53","Южнонемецкие земли в европейских связях IXX вв","Назаренко","м"
915,16,8,6,1990,"53","От редколлегии","Редколлегия","—"
916,15,2,25,1990,"53","Государственный долг и его роль в Флорентийской республике и в Тосканском В","Ролова","ж"
917,26,16,2,1990,"53","Ремесленные подмастерья и их организации в позднее средневековье и раннее н","Сванидзе","ж"
918,20,13,25,1990,"53","Традиции и новации в изучении западноевропейского феодализма","Сергеева","ж"
919,5,25,20,1990,"53","И живы памятью столетий Очерки о руководителях народных движений в средневе","Уваров","м"
920,13,2,1,1990,"53","Литература по истории средних веков вышедшая в СССР в 1987 г","Фролова","ж"
921,25,13,10,1990,"53","Легенда о кортесах в Ламегу к 350-летию восстановления независимости Португ","Черных","м"
922,28,13,2,1990,"53","Новые книги по геральдике","Черных","м"
923,20,25,30,1990,"53","Проблемы истории государства и общества в советской и португальской медиеви","Черных","м"
924,9,26,7,1990,"53","Венеция в итальянской публицистике XVI XVIII вв и Antiveneti Кампанеллы","Чиколини","ж"
925,19,26,16,1990,"53","Международная научная конференция Роль региональности при переходе от феода","Чистозвонов","м"
926,15,2,29,1990,"53","Новые исследования но медиевистике","Шушарин","м"
927,15,2,13,1991,"54","Правитель и народ в Столетней войне миф и реальность","Басовская","ж"
928,21,1,23,1991,"54","Город в итальянской гуманистической мысли XV в","Брагина","ж"
929,5,25,20,1991,"54","Бенито Руано Об инаковости в истории","Варьяш","ж"
930,13,17,2,1991,"54","Заседание памяти АР Корсунского","Варьяш","ж"
931,22,27,26,1991,"54","Прагматика 1344 г Перевод комментарии и вступительная статья","Варьяш","ж"
932,13,25,26,1991,"54","К столетию ВМ Лавровского","Винокурова","ж"
933,16,2,24,1991,"54","Памяти МА Барга","Винокурова","ж"
934,27,26,7,1991,"54","Первый коллоквиум медиевистов СССР и США","Винокурова","ж"
935,6,25,23,1991,"54","Проблемы медиевистики в изданиях Отдела истории средних веков","Винокурова","ж"
936,13,2,19,1991,"54","Исаева Сванидзе Античное наследие как фактор формирования средневековой культуры Западной Е","Голубцова","ж"
937,28,30,5,1991,"54","Всесоюзная конференция Власть и политическая культура в средневековой Европ","Гутнова","ж"
938,28,30,5,1991,"54","Обзор диссертаций по истории средних веков 1977-1987","Дрбоглав","м"
939,2,15,24,1991,"54","Международный коллоквиум школа Анналов вчера и сегодня","Лебедева","ж"
940,2,13,9,1991,"54","Второй симпозиум советских и датских историков","Мельникова","ж"
941,25,17,6,1991,"54","Какими они были средневековые горожанки","Пушкарёва","ж"
942,24,25,1,1991,"54","Новые подходы к английской революции середины XVII в в немарксистской истор","Репина","ж"
943,20,25,13,1991,"54","Деревня и город средневековой Италии в освещении ЛА Котельниковой","Ролова","ж"
944,15,1,2,1991,"54","Симпозиум по исторической демографии","С.Л., П.Г.","—"
945,2,15,13,1991,"54","Механизм патрицианской олигархии в средневековом шведском городе XV в","Сванидзе","ж"
946,8,2,1,1991,"54","Английская дипломатия и страны Восточной и Юго-Восточной Европы в конце XVI","Сыч","м"
947,24,23,26,1991,"54","Церковная сеньория в средневековых городах Прованса по описи владений госпи","Тушина","ж"
948,2,13,25,1991,"54","Парижский университет и местные интересы коней XIV  первая половина XV в","Уваров","м"
949,8,23,19,1991,"54","Геральдика в Шотландии","Федосов","м"
950,7,13,2,1991,"54","Политическая и государственная история западного средневековья в контексте ","Хачатурян","ж"
951,15,2,3,1991,"54","Восстановление суверенитета Португалии в 1640 г к вопросу о терминах","Черных","м"
952,9,18,26,1991,"54","Академик ЕА Косминский Из переписки","Шарова","ж"
953,16,30,1,1991,"54","Новые исследования по медиевистике","Шушарин","м"
954,13,19,2,1991,"54","Город и ренессансная культура","Юсим","м"
955,9,2,13,1991,"54","Из истории ранней флорентийской историографии Хроника Джованни Виллани","Юсим","м"
956,2,15,1,2005,"66","Культурное Средневековье  обсуждение  Словаря средневековой культуры  под. ред. А.Я. Гуревича","Алтухова, Цатурова","—"
957,9,25,1,2005,"66","О присвоении прошлого. Открытое письмо Л.Т. Мильской","Гуревич","м"
958,25,4,2,2005,"66","Англия и герцогство Урбино в 1474-1509гг.  частный случай использования ордена Подвязки как орудия","Домнина","ж"
959,8,15,1,2005,"66","Памяти Елены Бернадской","Каганович","м"
960,19,26,23,2005,"66","Приемы ритмизованной прозы (cursus) в сводах декретального права и использование cursus в","Казбекова","ж"
961,16,2,10,2005,"66","Имперские книги Геральда Камбрийского","Кобрин","м"
962,7,26,16,2005,"66","Наследники Беды   Письмо об архиепископах йорка  в контексте исторической культуры Северной Англии","Мереминский","м"
963,8,1,2,2005,"66","Вулф Вулфлам  карьера и судьба ганзейского дипломата XIV века.","Подаляк","ж"
964,15,13,2,2005,"66","Памяти Руфа Хлодовского","Редколлегия","—"
965,8,1,11,2005,"66","Послесловие редколлегии","Редколлегия","—"
966,16,24,7,2005,"66","Топография наказания и представление о социальном порядке  лондонские тюрьмы в позднее","Рексрот","м"
967,15,2,13,2005,"66","Дар и некоторые проблемы становления феодализма в современной медиевистике (2)","Решин","м"
968,20,13,15,2005,"66","Памятники каролингской историографии в западноевропейской рукописной традиции IX-XII вв.","Сидоров","м"
969,7,19,26,2005,"66","Власть и собственность английской короны в контексте теории корпоративности в интерпретации Ф.У.","Сидорова","ж"
970,13,20,17,2005,"66","Письмо об архиепископах йорка. Пер. и коммент. С.Г. Мереминского.","Симеон Даремский","м"
971,25,6,10,2005,"66","Что нам делать с Нидерландской буржуазной революцией  (По следам Ассамблеи медиевистов).","Уваров, Цатурова","—"
972,26,2,12,2005,"66","Самоубийство в феодальной Англии  от греха к преступлению.","Хатунов","м"
973,20,1,13,2005,"66","Восстание Энгельбректа и хроника о нем. (Доклад автора на исторических факультетах Стокгольмского и","Щеглов","м"
974,20,17,13,2005,"66","Феодальная мутация  шведский вариант  (Обзор материалов сборника  Birger jarls tid - en","Щеглов","м"
975,2,13,25,2008,"69(4)","Кивельсон В Картографии царства Земля и ее образ в России XVII в Итака-Лонд","Берелович","м"
976,26,19,25,2008,"69(4)","Тогоева ОИ Истинная правда языки средневекового правосудия Отв ред МА Бойцо","Бобкова","ж"
977,13,28,25,2008,"69(4)","О феодализме русском и не только","Горский","м"
978,2,26,6,2008,"69(4)","Андерсон П Переходы от античности к феодализму М Издательский дом Территори","Дубровский","м"
979,8,10,1,2008,"69(4)","Панофский Э Перспектива как символическая форма Готическая архитектура и сх","Дубровский","м"
980,25,4,7,2008,"69(4)","Орден подвязки как средство репрезентации власти Карла I Стюарта","Кирьянова","ж"
981,26,19,23,2008,"69(4)","Хроника международной научной конференции Ученый писатель художник эпохи Во","Кирьянова","ж"
982,19,26,7,2008,"69(4)","Литература по истории Средних веков и раннего Нового времени вышедшая в Рос","Ощепкова","ж"
983,17,20,25,2008,"69(4)","О русском переводе сочинения Александра Гваньини Описание Московии критичес","Рыбаков","м"
984,25,6,12,2008,"69(4)","От редактора","Уваров","м"
985,3,15,1,2008,"69(4)","Фридман П Из глубин Востока Пряности и средневековое воображение Нью-Хейвен","Филиппов","м"
986,13,5,30,2008,"69(4)","Святыня и политика к идее византийского наследия в России середины XVII в","Чеснокова","ж"
987,27,7,23,2009,"70(1-2)","Повторение пройденного концепция византийской экономики представленная в се","Вин","м"
988,16,2,17,2009,"70(1-2)","Новое открытие культуры эпохи Возрождения в России Культура Возрождения Энц","Гладков","м"
989,24,16,19,2009,"70(1-2)","К вопросу о ранней модернизации в Европе и России мир-системная парадигма","Ким","м"
990,26,7,21,2009,"70(1-2)","Отказ от ремесла мотивы последствия предположения","Кириллова","ж"
991,20,17,25,2009,"70(1-2)","Собор в Стренесхальке и мощи св Аэдана","Королев","м"
992,10,6,25,2009,"70(1-2)","Жестокость на войне в системе рыцарской этики позднего Средневековья","Костырев","м"
993,20,13,17,2009,"70(1-2)","Ливонские пленники в политической борьбе Бориса Годунова","Опарина","ж"
994,29,2,24,2009,"70(1-2)","Литература по истории Средних веков и раннего Нового времени вышедшая в Рос","Ощепкова","ж"
995,15,8,13,2009,"70(1-2)","Во имя процветания Ганзы дипломатические миссии любекского ратмана йохана ф","Подаляк","ж"
996,4,8,10,2009,"70(1-2)","Второй день Что такое Средние века","Редколлегия","—"
997,15,2,13,2009,"70(1-2)","Первый день Средние века в новом формате стенограмма обсуждения","Редколлегия","—"
998,15,8,1,2009,"70(1-2)","Третий день Раннее Новое время и теория модернизации","Редколлегия","—"
999,12,27,23,2009,"70(1-2)","Когда погиб последний из Кордовских мучеников","Рыбина","ж"
1000,25,13,1,2009,"70(1-2)","Майер Письма учителю и другу Из научного наследия профессора ВЕ Майера","Сысоева","ж"
1001,12,5,25,2009,"70(1-2)","О романтических увлечениях юности и научном профессионализмеРецензия на кн ","Тогоева","ж"
1002,8,5,10,2009,"70(1-2)","Медиевистика в Ивановском университете Направления научного поиска","Тюленев","м"
1003,4,16,8,2009,"70(1-2)","Гербовники XIV века","Черных","м"
1004,13,15,2,2009,"70(3)","Средневековая археология в Великобритании","Анисимова","ж"
1005,8,15,29,2009,"70(3)","Археология и история экономики раннего Средневековья","Дубровский","м"
1006,15,1,13,2009,"70(3)","Бенито Средневековая археология в Испании основные направления исследований","Искьердо","м"
1007,10,8,12,2009,"70(3)","Комментарий исторического источника исследования и опыты  Отв ред МС Бобков","Креленко","ж"
1008,8,1,5,2009,"70(3)","Культура Возрождения Энциклопедия в двух томах Т 1 М РОССПЭН 2007","Кривушин","м"
1009,8,5,1,2009,"70(3)","Чудо Колума Киле как памятник ирландской культуры XI века","Михайлова","ж"
1010,25,4,13,2009,"70(3)","Дж Этничность власть и миф об англичанах","Морленд","м"
1011,20,8,1,2009,"70(3)","Панин Фетисов Междисциплинарные исследования в археологии по результатам исследования гнё","Мурашева","ж"
1012,8,1,2,2009,"70(3)","В поисках добровольного мученика Кордова X в","Рыбина","ж"
1013,26,7,5,2009,"70(3)","От редактора","Уваров","м"
1014,6,25,20,2009,"70(3)","Тюленев Лебедева ГЕ Якубский ВА Cathedra medii aevi Материалы к истории ленинградск","Хачатурян","ж"
1015,27,26,7,2009,"70(3)","Эпистемология истории исторического знания к постановке вопроса","Хачатурян","ж"
1016,16,30,24,2009,"70(3)","Сен-Симон Мемуары 1691-1701  Изд подгот ВН Малов МВ Добродеева ЛА Сифурова ","Цатурова","ж"
1017,10,25,6,2009,"70(3)","О комплексных методах в русской средневековой археологии","Чернов","м"
1018,9,13,10,2009,"70(3)","Кудрявцев ОФ Флорентийская платоновская академия Очерк истории духовной жиз","Юсим","м"
1019,8,17,10,2009,"70(4)","Из истории вечного Обзор","Дубровский","м"
1020,26,2,23,2009,"70(4)","Процедура оформления владельческих прав в Нормандском герцогстве и сопредел","Касатов","м"
1021,27,1,19,2009,"70(4)","Эта книга моя Владельцы и читатели Книги поучений дочерям Жоффруа де Ла Тур","Крылова","ж"
1022,2,25,12,2009,"70(4)","Ментальные карты Парижа XVI в Восприятие городского пространства","Лазарев","м"
1023,21,26,23,2009,"70(4)","Дежарден Великаны  хранители в городах Фландрии XVI в","Лекюппр-Дежарден","ж"
1024,2,15,13,2009,"70(4)","Город глазами средневекового монаха по сочинению Руперта Дойцского De incen","Редькова","ж"
1025,15,13,29,2009,"70(4)","Юбилейное интервью с Аделаидой Анатольевной Сванидзе","Сванидзе, редколлегия","—"
1026,25,22,16,2009,"70(4)","Маргиналии на полях манускрипта или Как в средневековом Меце читали хронику","Сидоров","м"
1027,22,16,23,2009,"70(4)","Balzamo N La vie de Jean Bouvart bourgeois chartrain du XVIe siècle daprès ","Уваров","м"
1028,26,3,23,2009,"70(4)","От редактора","Уваров","м"
1029,19,26,9,2010,"71(1-2)","Уильям Ньюбургский. Пролог к Хронике  Historia rerum anglicarum  (ecmyn. ст., пер. с лат. яз. и","Афанасьев","м"
1030,21,8,1,2010,"71(1-2)","Двор князя и расцвет посвящения в рыцари в Нормандии в XI-XII веках (пер. с фр. яз. Е.А. Абрамовой ","Бартелеми","м"
1031,22,15,1,2010,"71(1-2)","Памяти Геннадия Григорьевича Литаврина","Бибиков","м"
1032,10,25,13,2010,"71(1-2)","Старожилы поздневизантийской деревни","Вин","м"
1033,19,26,4,2010,"71(1-2)","Анналы на пасхальных таблицах как форма историописания (Англия, конец X - начало XI в.)","Гимон","м"
1034,19,26,16,2010,"71(1-2)","Международная конференция  Историческая память в культуре Возрождения ","Домнина","ж"
1035,15,2,22,2010,"71(1-2)","Дары и отношения","Дубровский","м"
1036,27,26,7,2010,"71(1-2)","Булла  Ad extirpanda  1252 года и ее роль в борьбе католической церкви с еретиками","Дунаев","м"
1037,13,2,9,2010,"71(1-2)","Характерные черты аграрного пейзажа Южной Бургундии в X-XI веках","Каняшин","м"
1038,19,26,16,2010,"71(1-2)","Уильям Ньюбургский и нортумбрийская  модель  английской истории (пер. с англ. яз. И.Ф. Афанасьева)","Лоренс-Мейзерс","ж"
1039,20,1,17,2010,"71(1-2)","Католическая Реформа и Контрреформация в понимании Губерта йедина","Мякшин","м"
1040,2,13,25,2010,"71(1-2)","Congratulatio","Редколлегия","—"
1041,1,24,2,2010,"71(1-2)","Памяти Всеволода Львовича Керова","Редколлегия","—"
1042,2,1,9,2010,"71(1-2)","Виконты Монтегю  семейная история в контексте конфессионального конфликта XVI в.","Серёгина","ж"
1043,13,15,2,2010,"71(1-2)","Эразм о Джоне Колете и Жане Витрие  собирательный образ  христианского гуманиста ","Софронова","ж"
1044,2,13,1,2010,"71(1-2)","О чем спорили клюнийцы и цистерцианцы  Социокультурное значение цвета одежд средневековых монахов","Ткаченко","м"
1045,9,2,26,2010,"71(1-2)","От редактора","Уваров","м"
1046,1,2,20,2010,"71(1-2)","Беренгарий I у власти  король Италии (888-915), император (915-924) (пер. с фр. яз. Е.А. Абрамовой ","Феллер","ж"
